path	flags	content_review
plugins/moai-analyst/skills/data-visualizer/SKILL.md	claude_only_tool	static_read
plugins/moai-analyst/skills/data-visualizer/references/data-visualizer/guide.md		static_read
plugins/moai-analyst/skills/data-workflow/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-career/.claude-plugin/plugin.json		static_read
plugins/moai-career/.codex-plugin/plugin.json		static_read
plugins/moai-career/README.md		static_read
plugins/moai-career/agents/career-coach.md	claude_only_tool	static_read
plugins/moai-career/agents/resume-auditor.md	claude_only_tool	static_read
plugins/moai-career/skills/career-claim-audit/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-career/skills/career-interview/SKILL.md		static_read
plugins/moai-career/skills/career-interview/references/common-questions.md		static_read
plugins/moai-career/skills/career-interview/references/interview-types.md		static_read
plugins/moai-career/skills/career-junior-onboarding/SKILL.md		static_read
plugins/moai-career/skills/career-portfolio/SKILL.md		static_read
plugins/moai-career/skills/career-portfolio/references/portfolio-by-field.md		static_read
plugins/moai-career/skills/career-resume/SKILL.md		static_read
plugins/moai-career/skills/career-resume/references/cover-letter-guide.md		static_read
plugins/moai-career/skills/career-resume/references/korean-resume.md		static_read
plugins/moai-career/skills/career-transition/SKILL.md		static_read
plugins/moai-career/skills/career-transition/references/kr-resignation-benefits.md		static_read
plugins/moai-career/skills/career-workflow/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-consultant/.claude-plugin/plugin.json		static_read
plugins/moai-consultant/.codex-plugin/plugin.json		static_read
plugins/moai-consultant/README.md		static_read
plugins/moai-consultant/agents/feasibility-auditor.md	claude_only_tool	static_read
plugins/moai-consultant/agents/strategy-consultant.md	claude_only_tool	static_read
plugins/moai-consultant/skills/consult-brief/SKILL.md		static_read
plugins/moai-consultant/skills/consult-brief/tests/test-cases.yaml		static_read
plugins/moai-consultant/skills/consult-feasibility-audit/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-consultant/skills/consult-gov-grant/SKILL.md		static_read
plugins/moai-consultant/skills/consult-gov-grant/references/grant-writer.md		static_read
plugins/moai-consultant/skills/consult-gov-grant/references/programs.md		static_read
plugins/moai-consultant/skills/consult-market/SKILL.md		static_read
plugins/moai-consultant/skills/consult-market/references/competitive-analysis.md		static_read
plugins/moai-consultant/skills/consult-market/references/market-research.md		static_read
plugins/moai-consultant/skills/consult-market/references/market-researcher.md		static_read
plugins/moai-consultant/skills/consult-market/references/pricing-strategy.md		static_read
plugins/moai-consultant/skills/consult-sbiz365/SKILL.md		static_read
plugins/moai-consultant/skills/consult-sbiz365/references/analysis-guide.md		static_read
plugins/moai-consultant/skills/consult-sbiz365/references/data-fields.md		static_read
plugins/moai-consultant/skills/consult-sbiz365/references/feasibility-scoring.md		static_read
plugins/moai-consultant/skills/consult-sbiz365/references/report-template.md		static_read
plugins/moai-consultant/skills/consult-startup/SKILL.md		static_read
plugins/moai-consultant/skills/consult-startup/tests/test-cases.yaml		static_read
plugins/moai-consultant/skills/consult-strategy/SKILL.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/business-model-canvas.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/market-entry-strategy.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/nonprofit-management.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/scenario-planner.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/startup-launcher.md		static_read
plugins/moai-consultant/skills/consult-strategy/references/strategy-framework.md		static_read
plugins/moai-consultant/skills/consult-workflow/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-coworker/.claude-plugin/plugin.json		static_read
plugins/moai-coworker/.codex-plugin/plugin.json		static_read
plugins/moai-coworker/.mcp.json		static_read
plugins/moai-coworker/CHANGELOG.md	cli_install	static_read
plugins/moai-coworker/README.md		static_read
plugins/moai-coworker/mcp-launch/mcp_launch.py	platform_path	static_read
plugins/moai-coworker/skills/ai-diagnostic/SKILL.md		static_read
plugins/moai-coworker/skills/ai-diagnostic/tests/test-cases.yaml		static_read
plugins/moai-coworker/skills/ai-prompting-basics/SKILL.md		static_read
plugins/moai-coworker/skills/ai-slop-reviewer/SKILL.md		static_read
plugins/moai-coworker/skills/ai-slop-reviewer/references/kr-pii-masking.md		static_read
plugins/moai-coworker/skills/collab-brand-identity/SKILL.md		static_read
plugins/moai-coworker/skills/collab-brand-identity/references/brand-identity/archetype-framework.md		static_read
plugins/moai-coworker/skills/collab-brand-identity/references/brand-identity/brand-guide-template.md		static_read
plugins/moai-coworker/skills/collab-brand-identity/references/brand-identity/color-psychology.md		static_read
plugins/moai-coworker/skills/collab-brand-identity/references/brand-identity/naming-methodology.md		static_read
plugins/moai-coworker/skills/collab-conflict/SKILL.md		static_read
plugins/moai-coworker/skills/collab-exec-summary/SKILL.md		static_read
plugins/moai-coworker/skills/collab-exec-summary/tests/test-cases.yaml		static_read
plugins/moai-coworker/skills/collab-feedback-loop/SKILL.md		static_read
plugins/moai-coworker/skills/collab-meeting/SKILL.md		static_read
plugins/moai-coworker/skills/collab-negotiation/SKILL.md		static_read
plugins/moai-coworker/skills/collab-pm-report/SKILL.md		static_read
plugins/moai-coworker/skills/collab-pm-report/tests/test-cases.yaml		static_read
plugins/moai-coworker/skills/collab-process/SKILL.md		static_read
plugins/moai-coworker/skills/collab-process/references/meeting-strategist.md		static_read
plugins/moai-coworker/skills/collab-process/references/operations-manual.md		static_read
plugins/moai-coworker/skills/collab-process/references/procurement-docs.md		static_read
plugins/moai-coworker/skills/collab-process/references/sop-writer.md		static_read
plugins/moai-coworker/skills/collab-productivity-report/SKILL.md		static_read
plugins/moai-coworker/skills/collab-proposal/SKILL.md		static_read
plugins/moai-coworker/skills/collab-proposal/references/nara-jangteo.md		static_read
plugins/moai-coworker/skills/collab-proposal/tests/test-cases.yaml	claude_only_tool	static_read
plugins/moai-coworker/skills/collab-report-speak/SKILL.md		static_read
plugins/moai-coworker/skills/collab-report-speak/references/kr-honorific-tone.md		static_read
plugins/moai-coworker/skills/collab-roadmap/SKILL.md		static_read
plugins/moai-coworker/skills/collab-roadmap/references/diversity-inclusion.md		static_read
plugins/moai-coworker/skills/collab-roadmap/references/partnership-development.md		static_read
plugins/moai-coworker/skills/collab-roadmap/references/project-tracker.md		static_read
plugins/moai-coworker/skills/collab-roadmap/references/sustainability-audit.md		static_read
plugins/moai-coworker/skills/collab-sales-playbook/SKILL.md		static_read
plugins/moai-coworker/skills/collab-sales-playbook/tests/test-cases.yaml		static_read
plugins/moai-coworker/skills/collab-spec/SKILL.md		static_read
plugins/moai-coworker/skills/collab-spec/references/ai-strategy.md		static_read
plugins/moai-coworker/skills/collab-spec/references/product-manager.md		static_read
plugins/moai-coworker/skills/collab-status-report/SKILL.md		static_read
plugins/moai-coworker/skills/collab-status-report/references/kpi-dashboard.md		static_read
plugins/moai-coworker/skills/collab-status-report/references/reporting-standards.md		static_read
plugins/moai-coworker/skills/collab-ux-design/SKILL.md		static_read
plugins/moai-coworker/skills/collab-ux-design/tests/test-cases.yaml		static_read
plugins/moai-coworker/skills/collab-ux-research/SKILL.md		static_read
plugins/moai-coworker/skills/collab-ux-research/references/user-feedback-analysis.md		static_read
plugins/moai-coworker/skills/collab-ux-research/references/ux-research.md		static_read
plugins/moai-coworker/skills/collab-vendor/SKILL.md		static_read
plugins/moai-coworker/skills/collab-vendor/references/contract-management.md		static_read
plugins/moai-coworker/skills/collab-vendor/references/import-export.md		static_read
plugins/moai-coworker/skills/collab-vendor/references/risk-register.md		static_read
plugins/moai-coworker/skills/collab-vendor/references/supply-chain.md		static_read
plugins/moai-coworker/skills/meta-feedback/SKILL.md	claude_only_tool	static_read
plugins/moai-coworker/skills/meta-skill-builder/SKILL.md	claude_only_tool	static_read
plugins/moai-coworker/skills/meta-skill-template/SKILL.md	claude_only_tool	static_read
plugins/moai-coworker/skills/meta-skill-tester/SKILL.md	claude_only_tool	static_read
plugins/moai-coworker/skills/personal-event/SKILL.md		static_read
plugins/moai-coworker/skills/personal-event/references/event-organizer.md		static_read
plugins/moai-coworker/skills/personal-event/references/wedding-planner.md		static_read
plugins/moai-coworker/skills/personal-self-care/SKILL.md		static_read
plugins/moai-coworker/skills/personal-travel/SKILL.md		static_read
plugins/moai-coworker/skills/personal-travel/references/travel-planner.md		static_read
plugins/moai-coworker/skills/personal-wellness/SKILL.md		static_read
plugins/moai-coworker/skills/personal-wellness/references/elderly-care-planning.md		static_read
plugins/moai-coworker/skills/personal-wellness/references/fitness-program.md		static_read
plugins/moai-coworker/skills/personal-wellness/references/meal-planner.md		static_read
plugins/moai-coworker/skills/personal-wellness/references/parenting-guide.md		static_read
plugins/moai-coworker/skills/productivity-goal/SKILL.md		static_read
plugins/moai-coworker/skills/productivity-habit/SKILL.md		static_read
plugins/moai-coworker/skills/productivity-retro/SKILL.md		static_read
plugins/moai-cs/.claude-plugin/plugin.json		static_read
plugins/moai-cs/.codex-plugin/plugin.json		static_read
plugins/moai-cs/README.md		static_read
plugins/moai-cs/agents/cs-responder.md	claude_only_tool	static_read
plugins/moai-cs/agents/voc-auditor.md	claude_only_tool	static_read
plugins/moai-cs/skills/cs-channel-message/SKILL.md		static_read
plugins/moai-cs/skills/cs-channel-message/references/ad-copy.md		static_read
plugins/moai-cs/skills/cs-channel-message/references/email-sequence.md		static_read
plugins/moai-cs/skills/cs-channel-message/references/push-copy.md		static_read
plugins/moai-cs/skills/cs-channel-message/references/push-planning.md		static_read
plugins/moai-cs/skills/cs-channel-message/references/talk-copy.md		static_read
plugins/moai-cs/skills/cs-draft-response/SKILL.md		static_read
plugins/moai-cs/skills/cs-draft-response/references/kr-ecommerce-cs-law.md		static_read
plugins/moai-cs/skills/cs-draft-response/references/response-templates.md		static_read
plugins/moai-cs/skills/cs-draft-response/references/tone-guide.md		static_read
plugins/moai-cs/skills/cs-escalation/SKILL.md		static_read
plugins/moai-cs/skills/cs-escalation/references/feedback-analyzer.md		static_read
plugins/moai-cs/skills/cs-kb-article/SKILL.md		static_read
plugins/moai-cs/skills/cs-kb-article/references/writing-standards.md		static_read
plugins/moai-cs/skills/cs-quality-audit/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-cs/skills/cs-ticket-triage/SKILL.md		static_read
plugins/moai-cs/skills/cs-ticket-triage/references/customer-support.md		static_read
plugins/moai-cs/skills/cs-voc-triage/SKILL.md		static_read
plugins/moai-cs/skills/cs-workflow/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-designer/.claude-plugin/plugin.json		static_read
plugins/moai-designer/.codex-plugin/plugin.json		static_read
plugins/moai-designer/.mcp.json		static_read
plugins/moai-designer/README.md		static_read
plugins/moai-designer/config/design.yaml		static_read
plugins/moai-designer/rules/moai/design/constitution.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-brand-system/SKILL.md		static_read
plugins/moai-designer/skills/design-brand-visual/SKILL.md		static_read
plugins/moai-designer/skills/design-brief/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-copywriting/SKILL.md		static_read
plugins/moai-designer/skills/design-gui-guide/SKILL.md		static_read
plugins/moai-designer/skills/design-handoff-reader/SKILL.md		static_read
plugins/moai-designer/skills/design-handoff/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-handoff/references/prompt-template.md		static_read
plugins/moai-designer/skills/design-handoff/references/supporting-files.md		static_read
plugins/moai-designer/skills/design-iteration-loop/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-landing-motion/SKILL.md		static_read
plugins/moai-designer/skills/design-landing-motion/references/asset-kit.md		static_read
plugins/moai-designer/skills/design-landing-motion/references/effects-catalog.md		static_read
plugins/moai-designer/skills/design-landing-motion/references/motion-craft.md		static_read
plugins/moai-designer/skills/design-landing-motion/references/quality-gate.md		static_read
plugins/moai-designer/skills/design-landing-motion/references/threejs-patterns.md		static_read
plugins/moai-designer/skills/design-logo/SKILL.md		static_read
plugins/moai-designer/skills/design-logo/references/logo-craft.md		static_read
plugins/moai-designer/skills/design-logo/references/logo-principles.md		static_read
plugins/moai-designer/skills/design-logo/references/logo-types.md		static_read
plugins/moai-designer/skills/design-prompt-builder/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-slop-check/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-sync-upload/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-system-library/BRAND-NOTICE.md		static_read
plugins/moai-designer/skills/design-system-library/SKILL.md		static_read
plugins/moai-designer/skills/design-system-library/components/README.md		static_read
plugins/moai-designer/skills/design-system-library/components/alert.md		static_read
plugins/moai-designer/skills/design-system-library/components/badge.md		static_read
plugins/moai-designer/skills/design-system-library/components/button.md		static_read
plugins/moai-designer/skills/design-system-library/components/card.md		static_read
plugins/moai-designer/skills/design-system-library/components/table.md		static_read
plugins/moai-designer/skills/design-system-library/components/tabs.md		static_read
plugins/moai-designer/skills/design-system-library/mapping/tailwind.md		static_read
plugins/moai-designer/skills/design-system-library/references/korean-design-systems.md		static_read
plugins/moai-designer/skills/design-system-library/samples/status-claude.html		static_read
plugins/moai-designer/skills/design-system-library/samples/status-clay.html		static_read
plugins/moai-designer/skills/design-system-library/samples/status-clickhouse.html		static_read
plugins/moai-designer/skills/design-system-library/systems/airbnb.md		static_read
plugins/moai-designer/skills/design-system-library/systems/airtable.md		static_read
plugins/moai-designer/skills/design-system-library/systems/anthropic-claude.md		static_read
plugins/moai-designer/skills/design-system-library/systems/apple.md		static_read
plugins/moai-designer/skills/design-system-library/systems/binance.md		static_read
plugins/moai-designer/skills/design-system-library/systems/bmw-m.md		static_read
plugins/moai-designer/skills/design-system-library/systems/bmw.md		static_read
plugins/moai-designer/skills/design-system-library/systems/bugatti.md		static_read
plugins/moai-designer/skills/design-system-library/systems/cal.md		static_read
plugins/moai-designer/skills/design-system-library/systems/clay.md		static_read
plugins/moai-designer/skills/design-system-library/systems/clickhouse.md		static_read
plugins/moai-designer/skills/design-system-library/systems/cohere.md		static_read
plugins/moai-designer/skills/design-system-library/systems/coinbase.md		static_read
plugins/moai-designer/skills/design-system-library/systems/composio.md		static_read
plugins/moai-designer/skills/design-system-library/systems/cursor.md		static_read
plugins/moai-designer/skills/design-system-library/systems/dell-1996.md		static_read
plugins/moai-designer/skills/design-system-library/systems/discord.md		static_read
plugins/moai-designer/skills/design-system-library/systems/elevenlabs.md		static_read
plugins/moai-designer/skills/design-system-library/systems/expo.md		static_read
plugins/moai-designer/skills/design-system-library/systems/ferrari.md		static_read
plugins/moai-designer/skills/design-system-library/systems/figma.md		static_read
plugins/moai-designer/skills/design-system-library/systems/framer.md		static_read
plugins/moai-designer/skills/design-system-library/systems/hashicorp.md		static_read
plugins/moai-designer/skills/design-system-library/systems/hp.md		static_read
plugins/moai-designer/skills/design-system-library/systems/ibm.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/intercom.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/keynote-editorial-dark.md		static_read
plugins/moai-designer/skills/design-system-library/systems/kraken.md		static_read
plugins/moai-designer/skills/design-system-library/systems/lamborghini.md		static_read
plugins/moai-designer/skills/design-system-library/systems/linear.app.md		static_read
plugins/moai-designer/skills/design-system-library/systems/lovable.md		static_read
plugins/moai-designer/skills/design-system-library/systems/mastercard.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/meta.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/minimax.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/mintlify.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/miro.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/mistral.ai.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/mongodb.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/nike.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/nintendo-2001.md		static_read
plugins/moai-designer/skills/design-system-library/systems/notion.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/nvidia.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/ollama.md		static_read
plugins/moai-designer/skills/design-system-library/systems/opencode.ai.md		static_read
plugins/moai-designer/skills/design-system-library/systems/pinterest.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/playstation.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/posthog.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/raycast.md		static_read
plugins/moai-designer/skills/design-system-library/systems/registry.md		static_read
plugins/moai-designer/skills/design-system-library/systems/renault.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/replicate.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/resend.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/revolut.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/runwayml.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/sanity.md		static_read
plugins/moai-designer/skills/design-system-library/systems/sentry.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/shopify.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/slack.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/spacex.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/spotify.md		static_read
plugins/moai-designer/skills/design-system-library/systems/starbucks.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/stripe.md		static_read
plugins/moai-designer/skills/design-system-library/systems/supabase.md		static_read
plugins/moai-designer/skills/design-system-library/systems/superhuman.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/tesla.md		static_read
plugins/moai-designer/skills/design-system-library/systems/theverge.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/together.ai.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/uber.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/vercel.md		static_read
plugins/moai-designer/skills/design-system-library/systems/vodafone.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/voltagent.md		static_read
plugins/moai-designer/skills/design-system-library/systems/warp.md		static_read
plugins/moai-designer/skills/design-system-library/systems/webflow.md		static_read
plugins/moai-designer/skills/design-system-library/systems/wired.md		static_read
plugins/moai-designer/skills/design-system-library/systems/wise.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/x.ai.md		mechanical_scan
plugins/moai-designer/skills/design-system-library/systems/zapier.md		mechanical_scan
plugins/moai-designer/skills/design-system-prep/SKILL.md	claude_only_tool	static_read
plugins/moai-designer/skills/design-tokens-transformer/SKILL.md		static_read
plugins/moai-designer/skills/design-workflow/SKILL.md	claude_only_tool	static_read
plugins/moai-lawyer/.claude-plugin/plugin.json		static_read
plugins/moai-lawyer/.codex-plugin/plugin.json		static_read
plugins/moai-lawyer/.mcp.json		static_read
plugins/moai-lawyer/README.md		static_read
plugins/moai-lawyer/agents/legal-researcher.md	claude_only_tool	static_read
plugins/moai-lawyer/agents/risk-auditor.md	claude_only_tool	static_read
plugins/moai-lawyer/mcp-launch/mcp_launch.py	platform_path	static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/.gitignore		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/CONNECTORS.md		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/README.md		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/pyproject.toml		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/__init__.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/auth.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/cache.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/credentials.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/errors.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/http.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_core/tokenstore.py	platform_path	static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/__init__.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/access.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/epo.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/jpo.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/kipris.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/redact.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/server.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/uspto.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/src/moai_mcp_ip/xmlutil.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/tests/test_server.py		static_read
plugins/moai-lawyer/mcp-servers/moai-mcp-ip/uv.lock		static_read
plugins/moai-lawyer/skills/legal-compliance-check/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/2026-law-changes.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/audit-report.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/compliance-checker.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/esg-reporting.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/ftc-standard-terms.md		static_read
plugins/moai-lawyer/skills/legal-compliance-check/references/regulatory-filing.md		static_read
plugins/moai-lawyer/skills/legal-contract-review/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-contract-review/references/contract/guide.md		static_read
plugins/moai-lawyer/skills/legal-contract-review/references/service-legal-docs.md		static_read
plugins/moai-lawyer/skills/legal-evidence-audit/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-lawyer/skills/legal-ip-search-report/SKILL.md	claude_only_tool	static_read
plugins/moai-lawyer/skills/legal-ip-search-report/references/api-access.md		static_read
plugins/moai-lawyer/skills/legal-ip-search-report/references/patent-workflow.md		static_read
plugins/moai-lawyer/skills/legal-ip-search-report/references/report-schema.md		static_read
plugins/moai-lawyer/skills/legal-ip-search-report/references/trademark-workflow.md		static_read
plugins/moai-lawyer/skills/legal-iros-registry-automation/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-law-research/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-legal-risk/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-legal-risk/references/ip-portfolio.md		static_read
plugins/moai-lawyer/skills/legal-legal-risk/references/legal-research.md		static_read
plugins/moai-lawyer/skills/legal-mfds-safety/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-nda-triage/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-patent-analyzer/SKILL.md	claude_only_tool	static_read
plugins/moai-lawyer/skills/legal-patent-analyzer/references/patent-analyzer/guide.md		static_read
plugins/moai-lawyer/skills/legal-patent-search/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-patent-search/references/patent-search/guide.md		static_read
plugins/moai-lawyer/skills/legal-service-launch-checklist/SKILL.md		static_read
plugins/moai-lawyer/skills/legal-service-launch-checklist/references/ai-act-user-vs-provider.md		static_read
plugins/moai-lawyer/skills/legal-service-launch-checklist/references/launch-checklist-2026.md		static_read
plugins/moai-lawyer/skills/legal-service-launch-checklist/references/service-risk-matrix.md		static_read
plugins/moai-lawyer/skills/legal-workflow/SKILL.md	new_chatgpt_agent_mapping	static_read
plugins/moai-marketer/.claude-plugin/plugin.json		static_read
plugins/moai-marketer/.codex-plugin/plugin.json		static_read
